Unique ID,Case name,Bus name,Bus voltage [kV],Run#,Tswitch_a [s],Tswitch_b [s],Tswitch_c [s],Fault_type,Fault_time [s],LGp [kV],LGr [kV],LLp [kV],LLr [kV],LGrm [kV],LLrm [kV],LLs [kV],LLe [kV],LGp [pu],LGr [pu],LLp [pu],LLr [pu],LGrm [pu],LLrm [pu],LLs [pu],LLe [pu],TOV_dur [s]
C29_S1_N2_F_MM_230_VSR4_18,C29_S1_N2_F,MM_230_VSR4,230,18.0,2.117,2.117,2.117,None,102.117,194.3,133.3,347.5,230.8,106.0,178.3,230.8,221.2,1.035,1.004,1.068,1.003,0.798,0.775,1.003,0.962,0.0
C29_S1_N2_F_MM_230_VSR4_19,C29_S1_N2_F,MM_230_VSR4,230,19.0,2.118,2.118,2.118,None,102.118,193.2,133.3,344.4,230.8,101.2,175.3,230.8,220.6,1.029,1.004,1.059,1.003,0.762,0.762,1.003,0.959,0.0
C29_S1_N2_F_MM_230_VSR4_20,C29_S1_N2_F,MM_230_VSR4,230,20.0,2.119,2.119,2.119,None,102.119,199.0,133.3,331.8,230.8,98.8,176.2,230.8,219.7,1.06,1.004,1.02,1.003,0.744,0.766,1.003,0.955,0.0
C29_S1_N2_F_MM_25_ONSS1_1,C29_S1_N2_F,MM_25_ONSS1,25,1.0,2.1,2.1,2.1,None,102.1,20.3,14.5,35.3,25.1,13.0,22.2,24.9,24.5,0.994,1.005,0.998,1.004,0.901,0.888,0.996,0.98,0.0
C29_S1_N2_F_MM_25_ONSS1_2,C29_S1_N2_F,MM_25_ONSS1,25,2.0,2.101,2.101,2.101,None,102.101,20.4,14.4,35.2,25.1,12.9,22.3,24.9,24.5,0.999,0.998,0.996,1.004,0.894,0.892,0.996,0.98,0.0
C29_S1_N2_F_MM_25_ONSS1_3,C29_S1_N2_F,MM_25_ONSS1,25,3.0,2.102,2.102,2.102,None,102.102,20.4,14.4,35.4,25.1,12.8,22.4,24.9,24.5,0.999,0.998,1.001,1.004,0.887,0.896,0.996,0.98,0.0
C29_S1_N2_F_MM_25_ONSS1_4,C29_S1_N2_F,MM_25_ONSS1,25,4.0,2.103,2.103,2.103,None,102.103,20.4,14.4,35.5,25.0,12.9,22.6,24.9,24.5,0.999,0.998,1.004,1.0,0.894,0.904,0.996,0.98,0.0
C29_S1_N2_F_MM_25_ONSS1_5,C29_S1_N2_F,MM_25_ONSS1,25,5.0,2.104,2.104,2.104,None,102.104,20.4,14.4,35.5,25.0,13.1,22.6,24.9,24.6,0.999,0.998,1.004,1.0,0.908,0.904,0.996,0.984,0.0
C29_S1_N2_F_MM_25_ONSS1_6,C29_S1_N2_F,MM_25_ONSS1,25,6.0,2.105,2.105,2.105,None,102.105,20.4,14.4,35.5,25.0,13.3,22.9,24.9,24.6,0.999,0.998,1.004,1.0,0.921,0.916,0.996,0.984,0.0
C29_S1_N2_F_MM_25_ONSS1_7,C29_S1_N2_F,MM_25_ONSS1,25,7.0,2.106,2.106,2.106,None,102.106,20.4,14.4,35.5,24.9,13.5,23.2,24.9,24.7,0.999,0.998,1.004,0.996,0.935,0.928,0.996,0.988,0.0
C29_S1_N2_F_MM_25_ONSS1_8,C29_S1_N2_F,MM_25_ONSS1,25,8.0,2.107,2.107,2.107,None,102.107,20.4,14.4,35.7,24.9,13.7,23.8,24.9,24.7,0.999,0.998,1.01,0.996,0.949,0.952,0.996,0.988,0.0
C29_S1_N2_F_MM_25_ONSS1_9,C29_S1_N2_F,MM_25_ONSS1,25,9.0,2.108,2.108,2.108,None,102.108,20.4,14.4,35.7,24.9,14.0,24.3,24.9,24.8,0.999,0.998,1.01,0.996,0.97,0.972,0.996,0.992,0.0
C29_S1_N2_F_MM_25_ONSS1_10,C29_S1_N2_F,MM_25_ONSS1,25,10.0,2.109,2.109,2.109,None,102.109,20.4,14.4,35.4,25.0,14.3,24.7,24.9,24.9,0.999,0.998,1.001,1.0,0.991,0.988,0.996,0.996,0.0
C29_S1_N2_F_MM_25_ONSS1_11,C29_S1_N2_F,MM_25_ONSS1,25,11.0,2.11,2.11,2.11,None,102.11,20.4,14.4,35.3,24.9,14.4,24.9,24.9,24.9,0.999,0.998,0.998,0.996,0.998,0.996,0.996,0.996,0.0
C29_S1_N2_F_MM_25_ONSS1_12,C29_S1_N2_F,MM_25_ONSS1,25,12.0,2.111,2.111,2.111,None,102.111,20.4,14.4,35.5,24.9,14.3,24.7,24.9,24.9,0.999,0.998,1.004,0.996,0.991,0.988,0.996,0.996,0.0
C29_S1_N2_F_MM_25_ONSS1_13,C29_S1_N2_F,MM_25_ONSS1,25,13.0,2.112,2.112,2.112,None,102.112,20.4,14.4,35.7,24.9,14.0,24.4,24.9,24.8,0.999,0.998,1.01,0.996,0.97,0.976,0.996,0.992,0.0
C29_S1_N2_F_MM_25_ONSS1_14,C29_S1_N2_F,MM_25_ONSS1,25,14.0,2.113,2.113,2.113,None,102.113,20.4,14.4,35.7,24.9,13.7,23.8,24.9,24.7,0.999,0.998,1.01,0.996,0.949,0.952,0.996,0.988,0.0
C29_S1_N2_F_MM_25_ONSS1_15,C29_S1_N2_F,MM_25_ONSS1,25,15.0,2.114,2.114,2.114,None,102.114,20.4,14.4,35.6,24.9,13.6,23.3,24.9,24.7,0.999,0.998,1.007,0.996,0.942,0.932,0.996,0.988,0.0
C29_S1_N2_F_MM_25_ONSS1_16,C29_S1_N2_F,MM_25_ONSS1,25,16.0,2.115,2.115,2.115,None,102.115,20.3,14.4,35.3,25.0,13.3,23.0,24.9,24.6,0.994,0.998,0.998,1.0,0.921,0.92,0.996,0.984,0.0
C29_S1_N2_F_MM_25_ONSS1_17,C29_S1_N2_F,MM_25_ONSS1,25,17.0,2.116,2.116,2.116,None,102.116,20.5,14.5,35.5,25.0,13.1,22.7,24.9,24.6,1.004,1.005,1.004,1.0,0.908,0.908,0.996,0.984,0.0
C29_S1_N2_F_MM_25_ONSS1_18,C29_S1_N2_F,MM_25_ONSS1,25,18.0,2.117,2.117,2.117,None,102.117,20.4,14.5,35.5,25.0,12.9,22.6,24.9,24.5,0.999,1.005,1.004,1.0,0.894,0.904,0.996,0.98,0.0
C29_S1_N2_F_MM_25_ONSS1_19,C29_S1_N2_F,MM_25_ONSS1,25,19.0,2.118,2.118,2.118,None,102.118,20.3,14.5,35.5,24.9,12.9,22.4,24.9,24.5,0.994,1.005,1.004,0.996,0.894,0.896,0.996,0.98,0.0
C29_S1_N2_F_MM_25_ONSS1_20,C29_S1_N2_F,MM_25_ONSS1,25,20.0,2.119,2.119,2.119,None,102.119,20.3,14.5,35.4,25.0,12.9,22.3,24.9,24.5,0.994,1.005,1.001,1.0,0.894,0.892,0.996,0.98,0.0
C29_S1_N2_F_MM_25_ONSS2_1,C29_S1_N2_F,MM_25_ONSS2,25,1.0,2.1,2.1,2.1,None,102.1,21.4,14.5,36.8,25.1,11.2,18.7,25.1,23.8,1.048,1.005,1.041,1.004,0.776,0.748,1.004,0.952,0.0
C29_S1_N2_F_MM_25_ONSS2_2,C29_S1_N2_F,MM_25_ONSS2,25,2.0,2.101,2.101,2.101,None,102.101,21.5,14.5,36.6,25.1,10.9,18.8,25.1,23.9,1.053,1.005,1.035,1.004,0.755,0.752,1.004,0.956,0.0
C29_S1_N2_F_MM_25_ONSS2_3,C29_S1_N2_F,MM_25_ONSS2,25,3.0,2.102,2.102,2.102,None,102.102,21.8,14.5,36.6,25.1,10.9,19.3,25.1,24.0,1.068,1.005,1.035,1.004,0.755,0.772,1.004,0.96,0.0
C29_S1_N2_F_MM_25_ONSS2_4,C29_S1_N2_F,MM_25_ONSS2,25,4.0,2.103,2.103,2.103,None,102.103,21.9,14.5,36.6,25.1,11.1,20.0,25.1,24.0,1.073,1.005,1.035,1.004,0.769,0.8,1.004,0.96,0.0
C29_S1_N2_F_MM_25_ONSS2_5,C29_S1_N2_F,MM_25_ONSS2,25,5.0,2.104,2.104,2.104,None,102.104,21.7,14.5,36.8,25.1,11.5,20.1,25.1,24.1,1.063,1.005,1.041,1.004,0.797,0.804,1.004,0.964,0.0
C29_S1_N2_F_MM_25_ONSS2_6,C29_S1_N2_F,MM_25_ONSS2,25,6.0,2.105,2.105,2.105,None,102.105,20.9,14.5,37.8,25.2,12.1,20.6,25.1,24.2,1.024,1.005,1.069,1.008,0.838,0.824,1.004,0.968,0.0
C29_S1_N2_F_MM_25_ONSS2_7,C29_S1_N2_F,MM_25_ONSS2,25,7.0,2.106,2.106,2.106,None,102.106,20.9,14.6,36.8,25.2,12.7,21.5,25.1,24.4,1.024,1.012,1.041,1.008,0.88,0.86,1.004,0.976,0.0
C29_S1_N2_F_MM_25_ONSS2_8,C29_S1_N2_F,MM_25_ONSS2,25,8.0,2.107,2.107,2.107,None,102.107,21.3,14.5,37.0,25.1,13.1,22.7,25.1,24.6,1.043,1.005,1.047,1.004,0.908,0.908,1.004,0.984,0.0
C29_S1_N2_F_MM_25_ONSS2_9,C29_S1_N2_F,MM_25_ONSS2,25,9.0,2.108,2.108,2.108,None,102.108,20.9,14.5,37.2,25.1,13.7,23.9,25.1,24.8,1.024,1.005,1.052,1.004,0.949,0.956,1.004,0.992,0.0
C29_S1_N2_F_MM_25_ONSS2_10,C29_S1_N2_F,MM_25_ONSS2,25,10.0,2.109,2.109,2.109,None,102.109,20.5,14.5,36.9,25.1,14.3,24.6,25.1,25.0,1.004,1.005,1.044,1.004,0.991,0.984,1.004,1.0,0.0
C29_S1_N2_F_MM_25_ONSS2_11,C29_S1_N2_F,MM_25_ONSS2,25,11.0,2.11,2.11,2.11,None,102.11,20.5,14.5,36.1,25.1,14.4,25.0,25.1,25.0,1.004,1.005,1.021,1.004,0.998,1.0,1.004,1.0,0.0
C29_S1_N2_F_MM_25_ONSS2_12,C29_S1_N2_F,MM_25_ONSS2,25,12.0,2.111,2.111,2.111,None,102.111,20.5,14.5,36.8,25.1,14.3,24.7,25.1,25.0,1.004,1.005,1.041,1.004,0.991,0.988,1.004,1.0,0.0
C29_S1_N2_F_MM_25_ONSS2_13,C29_S1_N2_F,MM_25_ONSS2,25,13.0,2.112,2.112,2.112,None,102.112,20.8,14.5,37.1,25.1,13.7,23.9,25.1,24.8,1.019,1.005,1.049,1.004,0.949,0.956,1.004,0.992,0.0
C29_S1_N2_F_MM_25_ONSS2_14,C29_S1_N2_F,MM_25_ONSS2,25,14.0,2.113,2.113,2.113,None,102.113,21.6,14.5,37.0,25.1,13.1,22.8,25.1,24.6,1.058,1.005,1.047,1.004,0.908,0.912,1.004,0.984,0.0
C29_S1_N2_F_MM_25_ONSS2_15,C29_S1_N2_F,MM_25_ONSS2,25,15.0,2.114,2.114,2.114,None,102.114,20.6,14.5,37.2,25.1,12.7,21.6,25.1,24.4,1.009,1.005,1.052,1.004,0.88,0.864,1.004,0.976,0.0
C29_S1_N2_F_MM_25_ONSS2_16,C29_S1_N2_F,MM_25_ONSS2,25,16.0,2.115,2.115,2.115,None,102.115,21.6,14.5,36.9,25.1,12.1,20.7,25.1,24.2,1.058,1.005,1.044,1.004,0.838,0.828,1.004,0.968,0.0
C29_S1_N2_F_MM_25_ONSS2_17,C29_S1_N2_F,MM_25_ONSS2,25,17.0,2.116,2.116,2.116,None,102.116,21.8,14.5,36.6,25.1,11.5,20.1,25.1,24.1,1.068,1.005,1.035,1.004,0.797,0.804,1.004,0.964,0.0
C29_S1_N2_F_MM_25_ONSS2_18,C29_S1_N2_F,MM_25_ONSS2,25,18.0,2.117,2.117,2.117,None,102.117,21.9,14.5,36.6,25.1,11.1,19.9,25.1,24.0,1.073,1.005,1.035,1.004,0.769,0.796,1.004,0.96,0.0
C29_S1_N2_F_MM_25_ONSS2_19,C29_S1_N2_F,MM_25_ONSS2,25,19.0,2.118,2.118,2.118,None,102.118,21.7,14.5,36.5,25.1,10.9,19.2,25.1,23.9,1.063,1.005,1.032,1.004,0.755,0.768,1.004,0.956,0.0
C29_S1_N2_F_MM_25_ONSS2_20,C29_S1_N2_F,MM_25_ONSS2,25,20.0,2.119,2.119,2.119,None,102.119,20.9,14.5,37.6,25.1,10.9,18.8,25.1,23.8,1.024,1.005,1.063,1.004,0.755,0.752,1.004,0.952,0.0
C29_S1_N2_F_MM_400_GRD1_1,C29_S1_N2_F,MM_400_GRD1,400,1.0,2.1,2.1,2.1,None,102.1,326.6,231.2,565.7,401.4,206.6,361.2,400.0,392.7,1.0,1.001,1.0,1.003,0.895,0.903,1.0,0.982,0.0
C29_S1_N2_F_MM_400_GRD1_2,C29_S1_N2_F,MM_400_GRD1,400,2.0,2.101,2.101,2.101,None,102.101,326.6,231.7,565.7,400.8,206.9,358.9,400.0,392.9,1.0,1.003,1.0,1.002,0.896,0.897,1.0,0.982,0.0
C29_S1_N2_F_MM_400_GRD1_3,C29_S1_N2_F,MM_400_GRD1,400,3.0,2.102,2.102,2.102,None,102.102,326.9,231.8,565.7,400.0,208.4,358.0,400.0,393.3,1.001,1.004,1.0,1.0,0.902,0.895,1.0,0.983,0.0
C29_S1_N2_F_MM_400_GRD1_4,C29_S1_N2_F,MM_400_GRD1,400,4.0,2.103,2.103,2.103,None,102.103,326.8,231.7,565.7,400.0,210.0,359.9,400.0,393.7,1.001,1.003,1.0,1.0,0.909,0.9,1.0,0.984,0.0
C29_S1_N2_F_MM_400_GRD1_5,C29_S1_N2_F,MM_400_GRD1,400,5.0,2.104,2.104,2.104,None,102.104,326.6,231.5,565.7,400.2,210.4,364.6,400.0,394.3,1.0,1.002,1.0,1.0,0.911,0.912,1.0,0.986,0.0
C29_S1_N2_F_MM_400_GRD1_6,C29_S1_N2_F,MM_400_GRD1,400,6.0,2.105,2.105,2.105,None,102.105,326.6,231.3,565.7,400.4,212.4,371.4,400.0,394.8,1.0,1.002,1.0,1.001,0.92,0.928,1.0,0.987,0.0
C29_S1_N2_F_MM_400_GRD1_7,C29_S1_N2_F,MM_400_GRD1,400,7.0,2.106,2.106,2.106,None,102.106,326.6,231.1,565.7,400.3,216.0,376.1,400.0,395.7,1.0,1.001,1.0,1.001,0.935,0.94,1.0,0.989,0.0
C29_S1_N2_F_MM_400_GRD1_8,C29_S1_N2_F,MM_400_GRD1,400,8.0,2.107,2.107,2.107,None,102.107,328.7,230.9,566.7,400.0,220.8,381.7,400.0,396.9,1.006,1.0,1.002,1.0,0.956,0.954,1.0,0.992,0.0
C29_S1_N2_F_MM_400_GRD1_9,C29_S1_N2_F,MM_400_GRD1,400,9.0,2.108,2.108,2.108,None,102.108,328.4,230.9,567.0,400.0,225.6,389.4,400.0,398.0,1.006,1.0,1.002,1.0,0.977,0.973,1.0,0.995,0.0
C29_S1_N2_F_MM_400_GRD1_10,C29_S1_N2_F,MM_400_GRD1,400,10.0,2.109,2.109,2.109,None,102.109,327.3,231.2,566.2,400.4,228.8,396.9,400.0,399.2,1.002,1.001,1.001,1.001,0.991,0.992,1.0,0.998,0.0
C29_S1_N2_F_MM_400_GRD1_11,C29_S1_N2_F,MM_400_GRD1,400,11.0,2.11,2.11,2.11,None,102.11,326.8,231.0,565.8,400.0,230.5,399.3,400.0,399.8,1.001,1.0,1.0,1.0,0.998,0.998,1.0,1.0,0.0
C29_S1_N2_F_MM_400_GRD1_12,C29_S1_N2_F,MM_400_GRD1,400,12.0,2.111,2.111,2.111,None,102.111,327.6,231.0,566.0,400.0,229.0,397.0,400.0,399.3,1.003,1.0,1.001,1.0,0.992,0.992,1.0,0.998,0.0
C29_S1_N2_F_MM_400_GRD1_13,C29_S1_N2_F,MM_400_GRD1,400,13.0,2.112,2.112,2.112,None,102.112,328.4,230.9,566.8,400.0,226.0,389.8,400.0,398.0,1.006,1.0,1.002,1.0,0.979,0.974,1.0,0.995,0.0
C29_S1_N2_F_MM_400_GRD1_14,C29_S1_N2_F,MM_400_GRD1,400,14.0,2.113,2.113,2.113,None,102.113,327.6,230.9,568.1,400.0,220.9,382.8,400.0,396.9,1.003,1.0,1.004,1.0,0.957,0.957,1.0,0.992,0.0
C29_S1_N2_F_MM_400_GRD1_15,C29_S1_N2_F,MM_400_GRD1,400,15.0,2.114,2.114,2.114,None,102.114,326.6,230.9,565.7,400.0,216.3,378.0,400.0,395.7,1.0,1.0,1.0,1.0,0.937,0.945,1.0,0.989,0.0
C29_S1_N2_F_MM_400_GRD1_16,C29_S1_N2_F,MM_400_GRD1,400,16.0,2.115,2.115,2.115,None,102.115,326.6,231.1,565.7,400.0,213.3,371.1,400.0,394.8,1.0,1.001,1.0,1.0,0.924,0.928,1.0,0.987,0.0
C29_S1_N2_F_MM_400_GRD1_17,C29_S1_N2_F,MM_400_GRD1,400,17.0,2.116,2.116,2.116,None,102.116,327.2,231.3,565.7,400.6,211.0,364.9,400.0,394.2,1.002,1.002,1.0,1.002,0.914,0.912,1.0,0.985,0.0
C29_S1_N2_F_MM_400_GRD1_18,C29_S1_N2_F,MM_400_GRD1,400,18.0,2.117,2.117,2.117,None,102.117,326.8,230.9,565.7,400.7,210.1,360.6,400.0,393.6,1.001,1.0,1.0,1.002,0.91,0.902,1.0,0.984,0.0
C29_S1_N2_F_MM_400_GRD1_19,C29_S1_N2_F,MM_400_GRD1,400,19.0,2.118,2.118,2.118,None,102.118,326.6,230.9,565.7,400.9,208.3,358.4,400.0,393.2,1.0,1.0,1.0,1.002,0.902,0.896,1.0,0.983,0.0
C29_S1_N2_F_MM_400_GRD1_20,C29_S1_N2_F,MM_400_GRD1,400,20.0,2.119,2.119,2.119,None,102.119,326.6,230.9,565.7,401.2,207.2,359.1,400.0,392.7,1.0,1.0,1.0,1.003,0.897,0.898,1.0,0.982,0.0
C29_S1_N2_F_MM_400_GRD_1,C29_S1_N2_F,MM_400_GRD,400,1.0,2.1,2.1,2.1,None,102.1,326.6,231.2,565.7,401.4,206.6,361.2,400.0,392.7,1.0,1.001,1.0,1.003,0.895,0.903,1.0,0.982,0.0
C29_S1_N2_F_MM_400_GRD_2,C29_S1_N2_F,MM_400_GRD,400,2.0,2.101,2.101,2.101,None,102.101,326.6,231.7,565.7,400.8,206.9,358.9,400.0,392.9,1.0,1.003,1.0,1.002,0.896,0.897,1.0,0.982,0.0
C29_S1_N2_F_MM_400_GRD_3,C29_S1_N2_F,MM_400_GRD,400,3.0,2.102,2.102,2.102,None,102.102,326.9,231.8,565.7,400.0,208.4,358.0,400.0,393.3,1.001,1.004,1.0,1.0,0.902,0.895,1.0,0.983,0.0
C29_S1_N2_F_MM_400_GRD_4,C29_S1_N2_F,MM_400_GRD,400,4.0,2.103,2.103,2.103,None,102.103,326.8,231.7,565.7,400.0,210.0,359.9,400.0,393.7,1.001,1.003,1.0,1.0,0.909,0.9,1.0,0.984,0.0
C29_S1_N2_F_MM_400_GRD_5,C29_S1_N2_F,MM_400_GRD,400,5.0,2.104,2.104,2.104,None,102.104,326.6,231.5,565.7,400.2,210.4,364.6,400.0,394.3,1.0,1.002,1.0,1.0,0.911,0.912,1.0,0.986,0.0
C29_S1_N2_F_MM_400_GRD_6,C29_S1_N2_F,MM_400_GRD,400,6.0,2.105,2.105,2.105,None,102.105,326.6,231.3,565.7,400.4,212.4,371.4,400.0,394.8,1.0,1.002,1.0,1.001,0.92,0.928,1.0,0.987,0.0
C29_S1_N2_F_MM_400_GRD_7,C29_S1_N2_F,MM_400_GRD,400,7.0,2.106,2.106,2.106,None,102.106,326.6,231.1,565.7,400.3,216.0,376.1,400.0,395.7,1.0,1.001,1.0,1.001,0.935,0.94,1.0,0.989,0.0
C29_S1_N2_F_MM_400_GRD_8,C29_S1_N2_F,MM_400_GRD,400,8.0,2.107,2.107,2.107,None,102.107,328.7,230.9,566.7,400.0,220.8,381.7,400.0,396.9,1.006,1.0,1.002,1.0,0.956,0.954,1.0,0.992,0.0
C29_S1_N2_F_MM_400_GRD_9,C29_S1_N2_F,MM_400_GRD,400,9.0,2.108,2.108,2.108,None,102.108,328.4,230.9,567.0,400.0,225.6,389.4,400.0,398.0,1.006,1.0,1.002,1.0,0.977,0.973,1.0,0.995,0.0
C29_S1_N2_F_MM_400_GRD_10,C29_S1_N2_F,MM_400_GRD,400,10.0,2.109,2.109,2.109,None,102.109,327.3,231.2,566.2,400.4,228.8,396.9,400.0,399.2,1.002,1.001,1.001,1.001,0.991,0.992,1.0,0.998,0.0
C29_S1_N2_F_MM_400_GRD_11,C29_S1_N2_F,MM_400_GRD,400,11.0,2.11,2.11,2.11,None,102.11,326.8,231.0,565.8,400.0,230.5,399.3,400.0,399.8,1.001,1.0,1.0,1.0,0.998,0.998,1.0,1.0,0.0
C29_S1_N2_F_MM_400_GRD_12,C29_S1_N2_F,MM_400_GRD,400,12.0,2.111,2.111,2.111,None,102.111,327.6,231.0,566.0,400.0,229.0,397.0,400.0,399.3,1.003,1.0,1.001,1.0,0.992,0.992,1.0,0.998,0.0
C29_S1_N2_F_MM_400_GRD_13,C29_S1_N2_F,MM_400_GRD,400,13.0,2.112,2.112,2.112,None,102.112,328.4,230.9,566.8,400.0,226.0,389.8,400.0,398.0,1.006,1.0,1.002,1.0,0.979,0.974,1.0,0.995,0.0
C29_S1_N2_F_MM_400_GRD_14,C29_S1_N2_F,MM_400_GRD,400,14.0,2.113,2.113,2.113,None,102.113,327.6,230.9,568.1,400.0,220.9,382.8,400.0,396.9,1.003,1.0,1.004,1.0,0.957,0.957,1.0,0.992,0.0
C29_S1_N2_F_MM_400_GRD_15,C29_S1_N2_F,MM_400_GRD,400,15.0,2.114,2.114,2.114,None,102.114,326.6,230.9,565.7,400.0,216.3,378.0,400.0,395.7,1.0,1.0,1.0,1.0,0.937,0.945,1.0,0.989,0.0
C29_S1_N2_F_MM_400_GRD_16,C29_S1_N2_F,MM_400_GRD,400,16.0,2.115,2.115,2.115,None,102.115,326.6,231.1,565.7,400.0,213.3,371.1,400.0,394.8,1.0,1.001,1.0,1.0,0.924,0.928,1.0,0.987,0.0
C29_S1_N2_F_MM_400_GRD_17,C29_S1_N2_F,MM_400_GRD,400,17.0,2.116,2.116,2.116,None,102.116,327.2,231.3,565.7,400.6,211.0,364.9,400.0,394.2,1.002,1.002,1.0,1.002,0.914,0.912,1.0,0.985,0.0
C29_S1_N2_F_MM_400_GRD_18,C29_S1_N2_F,MM_400_GRD,400,18.0,2.117,2.117,2.117,None,102.117,326.8,230.9,565.7,400.7,210.1,360.6,400.0,393.6,1.001,1.0,1.0,1.002,0.91,0.902,1.0,0.984,0.0
C29_S1_N2_F_MM_400_GRD_19,C29_S1_N2_F,MM_400_GRD,400,19.0,2.118,2.118,2.118,None,102.118,326.6,230.9,565.7,400.9,208.3,358.4,400.0,393.2,1.0,1.0,1.0,1.002,0.902,0.896,1.0,0.983,0.0
C29_S1_N2_F_MM_400_GRD_20,C29_S1_N2_F,MM_400_GRD,400,20.0,2.119,2.119,2.119,None,102.119,326.6,230.9,565.7,401.2,207.2,359.1,400.0,392.7,1.0,1.0,1.0,1.003,0.897,0.898,1.0,0.982,0.0
C29_S1_N2_F_MM_400_ONT1_1,C29_S1_N2_F,MM_400_ONT1,400,1.0,2.1,2.1,2.1,None,102.1,326.6,231.2,565.7,401.4,206.5,361.1,400.0,392.7,1.0,1.001,1.0,1.003,0.894,0.903,1.0,0.982,0.0
C29_S1_N2_F_MM_400_ONT1_2,C29_S1_N2_F,MM_400_ONT1,400,2.0,2.101,2.101,2.101,None,102.101,326.6,231.7,565.7,400.8,206.9,358.9,400.0,392.8,1.0,1.003,1.0,1.002,0.896,0.897,1.0,0.982,0.0
C29_S1_N2_F_MM_400_ONT1_3,C29_S1_N2_F,MM_400_ONT1,400,3.0,2.102,2.102,2.102,None,102.102,326.9,231.8,565.7,400.0,208.4,358.0,400.0,393.3,1.001,1.004,1.0,1.0,0.902,0.895,1.0,0.983,0.0
C29_S1_N2_F_MM_400_ONT1_4,C29_S1_N2_F,MM_400_ONT1,400,4.0,2.103,2.103,2.103,None,102.103,326.8,231.7,565.7,400.0,210.0,359.9,400.0,393.7,1.001,1.003,1.0,1.0,0.909,0.9,1.0,0.984,0.0
C29_S1_N2_F_MM_400_ONT1_5,C29_S1_N2_F,MM_400_ONT1,400,5.0,2.104,2.104,2.104,None,102.104,326.6,231.5,565.7,400.2,210.4,364.6,400.0,394.3,1.0,1.002,1.0,1.0,0.911,0.912,1.0,0.986,0.0
C29_S1_N2_F_MM_400_ONT1_6,C29_S1_N2_F,MM_400_ONT1,400,6.0,2.105,2.105,2.105,None,102.105,326.6,231.3,565.7,400.4,212.4,371.4,400.0,394.8,1.0,1.002,1.0,1.001,0.92,0.928,1.0,0.987,0.0
C29_S1_N2_F_MM_400_ONT1_7,C29_S1_N2_F,MM_400_ONT1,400,7.0,2.106,2.106,2.106,None,102.106,326.6,231.1,565.7,400.3,216.0,376.1,400.0,395.7,1.0,1.001,1.0,1.001,0.935,0.94,1.0,0.989,0.0
C29_S1_N2_F_MM_400_ONT1_8,C29_S1_N2_F,MM_400_ONT1,400,8.0,2.107,2.107,2.107,None,102.107,328.7,230.9,566.7,400.0,220.8,381.7,400.0,396.9,1.006,1.0,1.002,1.0,0.956,0.954,1.0,0.992,0.0
C29_S1_N2_F_MM_400_ONT1_9,C29_S1_N2_F,MM_400_ONT1,400,9.0,2.108,2.108,2.108,None,102.108,328.4,230.9,567.0,400.0,225.6,389.4,400.0,398.0,1.006,1.0,1.002,1.0,0.977,0.973,1.0,0.995,0.0
C29_S1_N2_F_MM_400_ONT1_10,C29_S1_N2_F,MM_400_ONT1,400,10.0,2.109,2.109,2.109,None,102.109,327.3,231.2,566.2,400.4,228.8,396.9,400.0,399.2,1.002,1.001,1.001,1.001,0.991,0.992,1.0,0.998,0.0
C29_S1_N2_F_MM_400_ONT1_11,C29_S1_N2_F,MM_400_ONT1,400,11.0,2.11,2.11,2.11,None,102.11,326.8,231.0,565.8,400.0,230.5,399.3,400.0,399.8,1.001,1.0,1.0,1.0,0.998,0.998,1.0,1.0,0.0
C29_S1_N2_F_MM_400_ONT1_12,C29_S1_N2_F,MM_400_ONT1,400,12.0,2.111,2.111,2.111,None,102.111,327.6,231.0,566.0,400.0,229.0,397.0,400.0,399.3,1.003,1.0,1.001,1.0,0.992,0.992,1.0,0.998,0.0
C29_S1_N2_F_MM_400_ONT1_13,C29_S1_N2_F,MM_400_ONT1,400,13.0,2.112,2.112,2.112,None,102.112,328.4,230.9,566.8,400.0,226.0,389.8,400.0,398.0,1.006,1.0,1.002,1.0,0.979,0.974,1.0,0.995,0.0
C29_S1_N2_F_MM_400_ONT1_14,C29_S1_N2_F,MM_400_ONT1,400,14.0,2.113,2.113,2.113,None,102.113,327.6,230.9,568.0,400.0,220.9,382.8,400.0,396.9,1.003,1.0,1.004,1.0,0.957,0.957,1.0,0.992,0.0
C29_S1_N2_F_MM_400_ONT1_15,C29_S1_N2_F,MM_400_ONT1,400,15.0,2.114,2.114,2.114,None,102.114,326.6,230.9,565.7,400.0,216.3,378.0,400.0,395.7,1.0,1.0,1.0,1.0,0.937,0.945,1.0,0.989,0.0
C29_S1_N2_F_MM_400_ONT1_16,C29_S1_N2_F,MM_400_ONT1,400,16.0,2.115,2.115,2.115,None,102.115,326.6,231.1,565.7,400.0,213.3,371.1,400.0,394.8,1.0,1.001,1.0,1.0,0.924,0.928,1.0,0.987,0.0
C29_S1_N2_F_MM_400_ONT1_17,C29_S1_N2_F,MM_400_ONT1,400,17.0,2.116,2.116,2.116,None,102.116,327.2,231.3,565.7,400.6,211.0,364.9,400.0,394.2,1.002,1.002,1.0,1.002,0.914,0.912,1.0,0.985,0.0
C29_S1_N2_F_MM_400_ONT1_18,C29_S1_N2_F,MM_400_ONT1,400,18.0,2.117,2.117,2.117,None,102.117,326.8,230.9,565.7,400.7,210.1,360.6,400.0,393.6,1.001,1.0,1.0,1.002,0.91,0.902,1.0,0.984,0.0
